,age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,monthyear,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long,age_upon_outcome_in_weeks,name,breed_id,Chip_ID
6361.0,1 week,A678479,Cat,Domestic Shorthair Mix,Black,2014-05-02,5/9/2014 15:28,2014-05-09T15:28:00,Partner,Transfer,Intact Female,30.44819717,-97.70394684,1.092063492,,,
6362.0,7 years,A572590,Dog,Pit Bull Mix,Tan/White,2008-05-03,3/12/2016 0:00,2016-03-12T00:00:00,,Return to Owner,Spayed Female,30.42950118,-97.65610959,410,Princess,,
6363.0,2 years,A696784,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2013-02-12,2/13/2015 9:00,2015-02-13T09:00:00,SCRP,Transfer,Intact Male,30.71771897,-97.65960917,104.4821429,,,
6364.0,2 years,A664933,Dog,Labrador Retriever Mix,Tan,2011-10-11,10/31/2013 17:09,2013-10-31T17:09:00,,Adoption,Neutered Male,30.65319692,-97.66936331,107.3877976,*Zach,,
6365.0,8 years,A540828,Dog,Pit Bull,Blue/White,2007-06-19,9/1/2015 12:02,2015-09-01T12:02:00,,Return to Owner,Intact Male,30.44800281,-97.58755816,428.071627,Sir,,
6366.0,5 months,A712394,Dog,Beagle Mix,White/Tan,2015-05-07,10/7/2015 11:44,2015-10-07T11:44:00,Partner,Transfer,Spayed Female,30.54795853,-97.41718589,21.92698413,*Anna,,
6367.0,4 years,A735280,Dog,Chihuahua Shorthair Mix,Black/Tan,2012-09-22,12/17/2016 8:15,2016-12-17T08:15:00,Foster,Adoption,Spayed Female,30.44882333,-97.42996641,221.0491071,*Locket,,
6368.0,11 years,A462504,Dog,Pit Bull Mix,Red/White,2005-02-22,2/9/2017 9:39,2017-02-09T09:39:00,Foster,Adoption,Spayed Female,30.50703278,-97.6818846,624.3431548,Lady Bug,,
6369.0,3 years,A764264,Dog,Pit Bull Mix,White/Brown,2014-12-26,12/27/2017 12:44,2017-12-27T12:44:00,,Return to Owner,Neutered Male,30.60354679,-97.36308148,156.7900794,Radish,,
6370.0,1 month,A750045,Cat,Domestic Shorthair Mix,Black,2017-05-01,7/1/2017 13:27,2017-07-01T13:27:00,Foster,Adoption,Neutered Male,30.62984316,-97.2450118,8.794345238,,,
6371.0,6 days,A698118,Dog,Labrador Retriever Mix,White,2015-02-28,3/6/2015 9:49,2015-03-06T09:49:00,Partner,Transfer,Unknown,30.5087883,-97.36471401,0.915575397,,,
6372.0,4 years,A708391,Dog,Siberian Husky Mix,Red/White,2011-07-27,8/4/2015 17:44,2015-08-04T17:44:00,,Adoption,Spayed Female,30.71447029,-97.51829006,209.9626984,*Hyden,,
6373.0,1 weeks,A754480,Cat,Domestic Shorthair Mix,Black,2017-07-14,7/25/2017 18:16,2017-07-25T18:16:00,Partner,Transfer,Unknown,30.41241818,-97.52714097,1.68015873,,,
6374.0,3 months,A758052,Dog,Labrador Retriever Mix,Tan,2017-05-26,9/14/2017 16:44,2017-09-14T16:44:00,,Adoption,Neutered Male,30.3828544,-97.47374787,15.95674603,,,
6375.0,4 months,A736837,Dog,Labrador Retriever Mix,Black,2016-06-18,10/23/2016 13:17,2016-10-23T13:17:00,,Adoption,Spayed Female,30.35936861,-97.51282979,18.2219246,,,
6376.0,2 years,A682922,Cat,Domestic Shorthair Mix,Calico,2012-07-04,12/21/2014 15:00,2014-12-21T15:00:00,Suffering,Euthanasia,Spayed Female,30.63083964,-97.64935243,128.6607143,,,
6377.0,1 year,A676389,Dog,Australian Cattle Dog/Collie Rough,Red/White,2012-10-09,4/13/2014 17:27,2014-04-13T17:27:00,,Adoption,Spayed Female,30.58632399,-97.34592274,78.81815476,,,
6378.0,2 years,A723969,Dog,Labrador Retriever Mix,Brown,2014-04-09,4/11/2016 15:14,2016-04-11T15:14:00,,Return to Owner,Neutered Male,30.29753611,-97.69722529,104.8049603,Clutch,,
6379.0,1 year,A677022,Cat,Domestic Shorthair Mix,Orange Tabby,2013-04-18,4/18/2014 14:48,2014-04-18T14:48:00,SCRP,Transfer,Intact Male,30.76291991,-97.47701571,52.23095238,,,
6380.0,2 years,A729613,Dog,Beagle Mix,Tricolor,2014-06-21,7/16/2016 15:49,2016-07-16T15:49:00,,Adoption,Spayed Female,30.54050379,-97.41849235,108.0941468,*Bonnie,,
6381.0,2 years,A734154,Dog,Pit Bull Mix,Blue/White,2014-09-02,2/11/2017 17:56,2017-02-11T17:56:00,,Adoption,Spayed Female,30.61787228,-97.6563854,127.6781746,*Bonnie,,
6382.0,2 years,A755120,Other,Bat Mix,Black,2015-07-29,7/29/2017 14:44,2017-07-29T14:44:00,Rabies Risk,Euthanasia,Unknown,30.43627909,-97.60505231,104.5162698,,,
6383.0,2 months,A750079,Cat,Domestic Shorthair Mix,Black/White,2017-03-26,5/28/2017 17:40,2017-05-28T17:40:00,,Adoption,Spayed Female,30.63264602,-97.61656386,9.10515873,Charlie,,
6384.0,2 years,A729031,Cat,Domestic Shorthair Mix,Black Tabby,2014-06-12,6/13/2016 9:00,2016-06-13T09:00:00,SCRP,Transfer,Neutered Male,30.34608336,-97.33679756,104.625,,,
6385.0,1 year,A727083,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-18,8/5/2016 13:55,2016-08-05T13:55:00,,Adoption,Spayed Female,30.67349054,-97.53116908,63.65426587,*Scout,,
6386.0,4 months,A760260,Cat,Domestic Shorthair Mix,Blue,2017-06-15,10/20/2017 12:22,2017-10-20T12:22:00,,Adoption,Spayed Female,30.70832212,-97.73683044,18.21646825,,,
6387.0,1 year,A725499,Cat,Domestic Shorthair,Brown Tabby,2015-04-29,5/7/2016 15:46,2016-05-07T15:46:00,,Adoption,Neutered Male,30.2856689,-97.32028446,53.52242063,*Babar,,
6388.0,2 months,A689133,Cat,Domestic Shorthair Mix,Orange Tabby,2014-07-29,10/12/2014 17:59,2014-10-12T17:59:00,,Adoption,Neutered Male,30.46341595,-97.4517931,10.82132937,*Farley,,
6389.0,2 years,A763639,Dog,Toy Poodle Mix,Tan/White,2015-12-12,12/22/2017 17:05,2017-12-22T17:05:00,,Return to Owner,Intact Female,30.70099141,-97.62957483,105.9588294,Chumina,,
6390.0,3 months,A734244,Other,Rabbit Sh Mix,White/Black,2016-06-03,9/18/2016 10:42,2016-09-18T10:42:00,,Adoption,Intact Male,30.63850393,-97.57475508,15.34940476,,,
6391.0,1 month,A749085,Cat,Domestic Shorthair Mix,Orange Tabby/White,2017-04-20,5/26/2017 13:19,2017-05-26T13:19:00,In Foster,Died,Intact Male,30.51430446,-97.44444147,5.222123016,*Jasper,,
6392.0,3 months,A760216,Dog,Miniature Schnauzer Mix,Black/White,2017-07-14,10/18/2017 18:57,2017-10-18T18:57:00,,Adoption,Spayed Female,30.70736744,-97.30603352,13.82708333,,,
6393.0,2 years,A730041,Cat,Domestic Medium Hair Mix,Torbie,2014-06-27,6/28/2016 9:00,2016-06-28T09:00:00,SCRP,Transfer,Intact Female,30.31070224,-97.6387339,104.625,,,
6394.0,8 months,A713757,Dog,Pit Bull Mix,Brown Brindle/White,2015-02-16,10/20/2015 12:52,2015-10-20T12:52:00,,Return to Owner,Neutered Male,30.27193376,-97.73438719,35.21944444,Biggie,,
6395.0,1 year,A712665,Dog,Pit Bull Mix,Fawn/White,2014-09-26,10/18/2015 14:10,2015-10-18T14:10:00,,Adoption,Neutered Male,30.65317059,-97.65146896,55.37003968,*Jack Nick,,
6396.0,4 years,A698741,Cat,Snowshoe Mix,Seal Point,2011-03-17,3/18/2015 12:32,2015-03-18T12:32:00,,Return to Owner,Neutered Male,30.7214098,-97.33306214,208.931746,Bandit,,
6397.0,3 years,A699647,Dog,Chihuahua Shorthair Mix,White/Black,2011-10-01,6/30/2015 13:09,2015-06-30T13:09:00,Partner,Transfer,Neutered Male,30.60069117,-97.32361417,195.5068452,Chaquito,,
6398.0,1 year,A660489,Dog,German Shepherd/Labrador Retriever,Black,2012-08-08,11/5/2013 13:12,2013-11-05T13:12:00,,Adoption,Spayed Female,30.53619978,-97.48408733,64.93571429,*Millie,,
6399.0,3 months,A713922,Cat,Domestic Shorthair Mix,Brown Tabby,2015-08-31,12/4/2015 9:16,2015-12-04T09:16:00,Foster,Adoption,Spayed Female,30.46318734,-97.43618195,13.6265873,*Chickadee,,
6400.0,1 year,A690633,Dog,Flat Coat Retriever Mix,Black/Brown,2013-10-23,11/5/2014 12:44,2014-11-05T12:44:00,,Adoption,Neutered Male,30.36673627,-97.66975991,54.07579365,*Jackson,,
6401.0,5 months,A758803,Dog,German Shepherd Mix,White/Black,2017-04-22,9/27/2017 0:00,2017-09-27T00:00:00,Partner,Transfer,Intact Male,30.62128632,-97.42891979,22.57142857,*Jello,,
6402.0,1 year,A721792,Dog,Pit Bull/Chihuahua Shorthair,Black/White,2014-09-04,3/25/2016 17:51,2016-03-25T17:51:00,,Return to Owner,Neutered Male,30.54495313,-97.72541533,81.24910714,Hades,,
6403.0,3 months,A759356,Dog,Labrador Retriever Mix,Black,2017-06-20,10/6/2017 13:41,2017-10-06T13:41:00,Partner,Transfer,Intact Male,30.67644516,-97.50133349,15.51001984,,,
6404.0,6 years,A740458,Dog,Pit Bull,Blue/White,2010-10-20,1/26/2017 14:30,2017-01-26T14:30:00,,Return to Owner,Spayed Female,30.38082985,-97.70008897,327.2291667,Marshmallow,,
6405.0,4 years,A737663,Dog,Chihuahua Shorthair Mix,Black/Brown,2013-11-02,11/3/2017 18:09,2017-11-03T18:09:00,,Return to Owner,Intact Male,30.58555488,-97.43912713,208.9651786,Victor,,
6406.0,3 years,A761115,Dog,Chihuahua Shorthair Mix,Tan,2014-10-29,11/2/2017 16:07,2017-11-02T16:07:00,,Adoption,Neutered Male,30.7345518,-97.63304889,157.2387897,,,
6407.0,2 months,A682731,Dog,Cairn Terrier Mix,Tan,2014-05-02,7/7/2014 13:17,2014-07-07T13:17:00,,Adoption,Spayed Female,30.44859291,-97.67129024,9.507638889,Bella,,
6408.0,1 year,A666458,Dog,Harrier,Brown/White,2013-06-21,10/14/2014 14:57,2014-10-14T14:57:00,,Return to Owner,Spayed Female,30.70365128,-97.33484429,68.66041667,Roxie,,
6409.0,2 years,A718399,Dog,American Pit Bull Terrier/Labrador Retriever,Chocolate/White,2013-12-29,12/30/2015 16:59,2015-12-30T16:59:00,,Return to Owner,Neutered Male,30.73604415,-97.33405661,104.5296627,Charlie,,
6410.0,1 year,A677332,Dog,Cairn Terrier Mix,Brown,2013-04-23,5/1/2014 17:12,2014-05-01T17:12:00,Partner,Transfer,Neutered Male,30.43535895,-97.59285368,53.38809524,Cuzzle,,
6411.0,1 year,A677850,Other,Lop-English Mix,Brown,2013-04-30,5/1/2014 19:05,2014-05-01T19:05:00,,Return to Owner,Intact Male,30.69154373,-97.29883713,52.39930556,Snuggles,,
6412.0,2 years,A698999,Cat,Domestic Shorthair Mix,Brown Tabby,2013-03-20,3/26/2015 9:00,2015-03-26T09:00:00,SCRP,Transfer,Intact Male,30.64646455,-97.30318694,105.1964286,Buddy,,
6413.0,1 year,A712737,Dog,Chihuahua Shorthair Mix,Sable,2014-09-27,10/4/2015 18:19,2015-10-04T18:19:00,,Return to Owner,Neutered Male,30.47467072,-97.72411389,53.25188492,Pepito,,
6414.0,1 month,A680006,Cat,Domestic Longhair Mix,Blue,2014-04-21,6/2/2014 14:04,2014-06-02T14:04:00,Partner,Transfer,Intact Male,30.75905073,-97.53120507,6.083730159,Hercules,,
6415.0,3 months,A732954,Cat,Domestic Medium Hair Mix,White/Blue,2016-06-26,10/8/2016 16:05,2016-10-08T16:05:00,Foster,Adoption,Neutered Male,30.6677519,-97.70044434,14.95287698,*Nicolai,,
6416.0,6 years,A575782,Dog,Labrador Retriever Mix,Tan,2010-01-05,9/30/2016 11:47,2016-09-30T11:47:00,,Return to Owner,Spayed Female,30.76029354,-97.63328032,351.4987103,Pita,,
6417.0,3 years,A687012,Dog,Boxer/Great Dane,Black,2012-03-01,2/7/2016 14:54,2016-02-07T14:54:00,,Adoption,Spayed Female,30.30002036,-97.5553148,205.5172619,Chloe,,
6418.0,11 months,A760346,Dog,Pit Bull Mix,Black/Brown,2016-11-16,10/22/2017 18:28,2017-10-22T18:28:00,,Adoption,Spayed Female,30.74515546,-97.65179827,48.68134921,*Darlin,,
6419.0,4 months,A689722,Dog,Chihuahua Shorthair/Dachshund,Black/Brown,2014-07-08,11/7/2014 17:22,2014-11-07T17:22:00,Foster,Adoption,Spayed Female,30.63439302,-97.53256767,17.53194444,*Tulip,,
6420.0,4 years,A669680,Dog,Plott Hound Mix,Brown Brindle/White,2011-12-24,11/25/2016 19:53,2016-11-25T19:53:00,,Return to Owner,Neutered Male,30.33972494,-97.69160717,256.975496,Nino,,
6421.0,6 months,A756123,Dog,Whippet Mix,White/Tan,2017-03-14,9/17/2017 11:37,2017-09-17T11:37:00,,Adoption,Neutered Male,30.4396984,-97.5904423,26.78343254,Bird,,
6422.0,5 years,A618106,Dog,Beagle,Tricolor,2010-07-11,1/13/2016 11:55,2016-01-13T11:55:00,,Return to Owner,Neutered Male,30.27848984,-97.48257976,287.499504,Milo,,
6423.0,1 year,A709676,Dog,Miniature Pinscher Mix,Chocolate/Tan,2014-08-12,8/19/2015 15:45,2015-08-19T15:45:00,,Adoption,Neutered Male,30.64191772,-97.56890562,53.23660714,*Wendall,,
6424.0,2 years,A756199,Dog,Labrador Retriever Mix,Black,2015-08-15,8/20/2017 18:51,2017-08-20T18:51:00,,Adoption,Neutered Male,30.68732995,-97.6222868,105.2550595,Kaiser,,
6425.0,2 years,A737205,Cat,Maine Coon Mix,Brown Tabby,2014-10-23,10/26/2016 11:23,2016-10-26T11:23:00,,Return to Owner,Neutered Male,30.62368383,-97.54631373,104.9249008,Xerxes,,
6426.0,1 year,A737292,Dog,Labrador Retriever Mix,Black,2015-10-25,11/2/2016 0:00,2016-11-02T00:00:00,Partner,Transfer,Spayed Female,30.42235234,-97.65317532,53.42857143,Cora,,
6427.0,1 year,A686046,Other,Bat Mix,Brown,2013-08-15,8/16/2014 8:42,2014-08-16T08:42:00,,Disposal,Unknown,30.67815224,-97.42666064,52.3375,,,
6428.0,7 years,A612729,Dog,Rottweiler Mix,Black/Tan,2009-10-24,3/7/2017 18:59,2017-03-07T18:59:00,,Return to Owner,Neutered Male,30.39115326,-97.42429931,384.5415675,Reno,,
6429.0,1 weeks,A710902,Cat,Domestic Shorthair Mix,Orange Tabby,2015-08-16,8/29/2015 18:33,2015-08-29T18:33:00,Partner,Transfer,Unknown,30.76414679,-97.54498683,1.967559524,,,
6430.0,7 years,A750594,Dog,Shih Tzu Mix,Cream/Black,2010-02-14,5/29/2017 17:17,2017-05-29T17:17:00,,Return to Owner,Intact Female,30.70836842,-97.35410544,380.2457341,Gigi,,
6431.0,12 years,A764870,Dog,Labrador Retriever Mix,Tan/White,2006-01-08,1/8/2018 15:49,2018-01-08T15:49:00,,Return to Owner,Neutered Male,30.39117789,-97.40064488,626.237004,Rigley,,
6432.0,5 years,A707123,Dog,Siberian Husky Mix,Black/Tan,2010-07-08,8/9/2015 13:02,2015-08-09T13:02:00,,Return to Owner,Spayed Female,30.67105377,-97.4846137,265.5061508,Sheeba,,
6433.0,2 years,A760443,Cat,Domestic Shorthair Mix,Brown Tabby,2015-10-18,10/25/2017 16:20,2017-10-25T16:20:00,Partner,Transfer,Neutered Male,30.35458297,-97.67953635,105.5257937,Koba,,
6434.0,1 month,A706232,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-05-11,6/30/2015 14:03,2015-06-30T14:03:00,Suffering,Euthanasia,Intact Male,30.60793542,-97.65255273,7.226488095,,,
6435.0,1 year,A755665,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-08-07,8/21/2017 16:57,2017-08-21T16:57:00,Foster,Adoption,Spayed Female,30.5842469,-97.61126559,54.24375,*Meadow,,
6436.0,1 year,A680393,Other,Cold Water,Gray/Orange,2013-06-02,6/6/2014 19:27,2014-06-06T19:27:00,,Adoption,Unknown,30.41202151,-97.64644892,52.83005952,*Oscar,,
6437.0,9 months,A754283,Dog,American Staffordshire Terrier/Labrador Retriever,Brown,2016-10-18,7/22/2017 17:57,2017-07-22T17:57:00,,Adoption,Neutered Male,30.51711717,-97.73495987,39.67827381,,,
6438.0,3 months,A753804,Cat,Domestic Medium Hair Mix,Calico,2017-05-11,8/12/2017 15:59,2017-08-12T15:59:00,Foster,Adoption,Spayed Female,30.52284912,-97.58615783,13.38085317,*Beatrice,,
6439.0,2 years,A764150,Dog,Chihuahua Shorthair Mix,Black/Tan,2015-12-22,12/24/2017 12:43,2017-12-24T12:43:00,,Return to Owner,Intact Female,30.37557478,-97.40583194,104.7899802,Sammy,,
6440.0,1 year,A692137,Dog,Pit Bull Mix,Blue/White,2013-05-15,11/16/2014 15:39,2014-11-16T15:39:00,,Return to Owner,Intact Male,30.53413101,-97.39546996,78.66458333,Shadow,,
6441.0,2 years,A734026,Cat,Domestic Shorthair Mix,Black,2014-08-31,9/2/2016 11:39,2016-09-02T11:39:00,Partner,Transfer,Intact Female,30.45689733,-97.6704488,104.783631,*Pandora,,
6442.0,2 months,A691706,Cat,Domestic Longhair Mix,Brown Tabby,2014-10-01,12/13/2014 14:16,2014-12-13T14:16:00,Foster,Adoption,Spayed Female,30.4270797,-97.64101325,10.51349206,Lucy,,
6443.0,5 years,A745147,Dog,Wire Hair Fox Terrier Mix,Cream/White,2012-03-13,3/13/2017 17:38,2017-03-13T17:38:00,,Return to Owner,Intact Male,30.65598543,-97.68990889,260.9621032,Jasco,,
6444.0,3 months,A699239,Dog,Finnish Spitz Mix,Tan,2014-12-24,4/23/2015 14:56,2015-04-23T14:56:00,Foster,Adoption,Neutered Male,30.36283973,-97.74103938,17.23174603,Koda,,
6445.0,3 months,A708400,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-06-09,9/12/2015 17:46,2015-09-12T17:46:00,Foster,Adoption,Spayed Female,30.49541562,-97.53994502,13.67718254,,,
6446.0,1 year,A736284,Dog,Labrador Retriever/Pointer,Yellow,2015-10-08,10/15/2016 15:33,2016-10-15T15:33:00,,Adoption,Neutered Male,30.38232206,-97.50049445,53.37827381,*Brodie,,
6447.0,4 years,A750148,Cat,Domestic Shorthair Mix,Black/White,2013-05-23,9/4/2017 13:51,2017-09-04T13:51:00,,Adoption,Spayed Female,30.4420223,-97.68977712,223.653869,Anna,,
6448.0,3 months,A665263,Dog,Labrador Retriever Mix,Black,2013-07-31,11/1/2013 11:37,2013-11-01T11:37:00,,Adoption,Neutered Male,30.66453188,-97.28205374,13.35486111,Max,,
6449.0,2 months,A701371,Cat,Domestic Shorthair Mix,Brown Tabby,2015-04-07,6/14/2015 18:57,2015-06-14T18:57:00,,Adoption,Spayed Female,30.72189516,-97.31764094,9.827083333,*Sadie,,
6450.0,3 years,A720321,Dog,Pit Bull Mix,Blue/White,2014-02-06,7/15/2017 21:29,2017-07-15T21:29:00,,Return to Owner,Spayed Female,30.55509405,-97.2960144,179.4135913,Haydee,,
6451.0,3 years,A740353,Dog,Chow Chow Mix,Red,2013-12-15,1/26/2017 17:04,2017-01-26T17:04:00,,Return to Owner,Neutered Male,30.28382498,-97.50012641,162.6730159,Teddy,,
6452.0,9 years,A763714,Cat,Domestic Shorthair Mix,Orange Tabby,2008-12-14,12/19/2017 14:22,2017-12-19T14:22:00,Partner,Transfer,Neutered Male,30.59016375,-97.58677629,470.3712302,,,
6453.0,2 years,A752999,Cat,Domestic Shorthair Mix,Brown Tabby,2015-06-30,7/1/2017 11:41,2017-07-01T11:41:00,Partner,Transfer,Neutered Male,30.63627865,-97.26703774,104.6409722,,,
6454.0,5 years,A747561,Dog,Chihuahua Shorthair Mix,Red/White,2012-04-21,4/24/2017 17:35,2017-04-24T17:35:00,,Return to Owner,Intact Male,30.63312868,-97.56111796,261.390377,Monkey,,
6455.0,1 weeks,A680622,Cat,Domestic Shorthair Mix,Blue Tabby,2014-05-22,6/4/2014 17:44,2014-06-04T17:44:00,Partner,Transfer,Intact Male,30.39487823,-97.37476648,1.962698413,,,
6456.0,3 months,A709857,Cat,Domestic Shorthair Mix,Orange Tabby,2015-04-28,8/23/2015 14:58,2015-08-23T14:58:00,,Adoption,Neutered Male,30.53546146,-97.66716345,16.80337302,Howard,,
6457.0,5 months,A721923,Dog,Border Collie Mix,Black/White,2015-09-22,3/8/2016 17:27,2016-03-08T17:27:00,,Return to Owner,Neutered Male,30.61260343,-97.44636348,24.10386905,Prince,,
6458.0,1 month,A765057,Dog,Anatol Shepherd/Great Pyrenees,Sable/White,2017-11-27,1/14/2018 16:02,2018-01-14T16:02:00,Partner,Transfer,Intact Female,30.6272588,-97.70515913,6.952579365,,,
6459.0,8 years,A666838,Dog,Basset Hound Mix,White/Tan,2006-11-07,12/24/2014 11:19,2014-12-24T11:19:00,,Return to Owner,Neutered Male,30.49262642,-97.6300926,424.2102183,Roscoe,,
6460.0,3 years,A668215,Dog,Beauceron Mix,Black/Brown,2010-11-30,1/2/2014 15:08,2014-01-02T15:08:00,,Adoption,Spayed Female,30.2723575,-97.73814318,161.3757937,Tika,,
6461.0,1 year,A683549,Dog,Pit Bull Mix,Fawn/White,2013-07-11,3/13/2015 12:06,2015-03-13T12:06:00,,Return to Owner,Spayed Female,30.49647793,-97.64027154,87.21488095,Katrina,,
6462.0,2 months,A697174,Dog,Anatol Shepherd Mix,White/Brown,2014-12-19,2/28/2015 16:35,2015-02-28T16:35:00,,Adoption,Spayed Female,30.46907974,-97.31748102,10.24156746,Lora,,
6463.0,2 years,A718123,Dog,Pekingese Mix,Brown/White,2013-12-21,12/27/2015 17:03,2015-12-27T17:03:00,,Adoption,Neutered Male,30.67471667,-97.32901525,105.2443452,Joy Smeagle,,
6464.0,10 years,A701857,Dog,German Shepherd Mix,Brown/Black,2005-05-06,5/17/2015 16:48,2015-05-17T16:48:00,Partner,Transfer,Spayed Female,30.64622574,-97.6906164,523.3857143,Rita,,
6465.0,1 year,A677050,Cat,Domestic Shorthair Mix,Tortie/Orange,2013-04-18,4/19/2014 17:31,2014-04-19T17:31:00,SCRP,Transfer,Intact Female,30.37626058,-97.25793269,52.38998016,,,
6466.0,9 years,A594461,Dog,Brittany,White/Orange,2006-03-01,10/2/2015 18:25,2015-10-02T18:25:00,,Return to Owner,Spayed Female,30.27778616,-97.53973632,500.3953373,Gabby,,
6467.0,3 months,A680999,Dog,Dachshund,Brown Brindle,2014-03-11,6/16/2014 16:07,2014-06-16T16:07:00,Partner,Transfer,Spayed Female,30.61815126,-97.54849048,13.9530754,,,
6468.0,13 years,A686639,Cat,Domestic Shorthair Mix,Torbie,2001-08-24,9/12/2014 12:06,2014-09-12T12:06:00,,Return to Owner,Spayed Female,30.44087741,-97.5140258,681.0720238,Pepper,,
6469.0,2 months,A755913,Dog,Chihuahua Shorthair Mix,Black/Tan,2017-05-28,8/12/2017 19:04,2017-08-12T19:04:00,,Adoption,Spayed Female,30.59581078,-97.33588059,10.97063492,Bella,,
6470.0,1 year,A720774,Dog,Anatol Shepherd Mix,White/Brown Brindle,2015-02-15,2/20/2016 18:04,2016-02-20T18:04:00,,Adoption,Spayed Female,30.55860668,-97.68773516,52.96468254,Belle,,
6471.0,6 days,A704429,Dog,Chihuahua Shorthair/Pit Bull,Brown,2015-05-29,6/4/2015 18:52,2015-06-04T18:52:00,Partner,Transfer,Unknown,30.75494344,-97.37251775,0.969444444,,,
6472.0,2 weeks,A746997,Other,Guinea Pig Mix,Calico,2017-03-28,4/16/2017 8:24,2017-04-16T08:24:00,Partner,Transfer,Unknown,30.50541264,-97.39550518,2.764285714,,,
6473.0,1 weeks,A758400,Cat,Domestic Medium Hair Mix,Calico,2017-09-06,9/16/2017 0:00,2017-09-16T00:00:00,Partner,Transfer,Unknown,30.27291665,-97.44773937,1.428571429,,,
6474.0,3 weeks,A676759,Cat,Domestic Shorthair Mix,Black/White,2014-03-23,4/14/2014 19:08,2014-04-14T19:08:00,Partner,Transfer,Intact Female,30.49807591,-97.25597129,3.256746032,,,
6475.0,1 year,A721119,Other,Bat,Brown/Black,2015-02-21,2/22/2016 9:59,2016-02-22T09:59:00,Rabies Risk,Euthanasia,Unknown,30.55609843,-97.27353811,52.34513889,,,
6476.0,3 years,A702622,Dog,German Shepherd Mix,Red/Black,2012-05-16,5/23/2015 18:37,2015-05-23T18:37:00,,Adoption,Neutered Male,30.67738989,-97.6398307,157.5393849,*Charlie,,
6477.0,2 months,A738317,Cat,Domestic Shorthair Mix,Black,2016-10-12,12/20/2016 11:10,2016-12-20T11:10:00,Foster,Adoption,Neutered Male,30.65713261,-97.6010913,9.923611111,*Onyx,,
6478.0,3 years,A723424,Cat,Domestic Shorthair Mix,Black,2013-03-31,4/6/2016 0:00,2016-04-06T00:00:00,Partner,Transfer,Spayed Female,30.76606167,-97.5277365,157.4285714,Shadow,,
6479.0,6 months,A709918,Dog,Australian Cattle Dog Mix,White/Brown,2015-02-14,8/18/2015 16:54,2015-08-18T16:54:00,,Adoption,Spayed Female,30.64127131,-97.45571688,26.52916667,Francis,,
6480.0,1 year,A717896,Cat,Domestic Shorthair Mix,White/Black,2014-12-17,12/21/2015 19:39,2015-12-21T19:39:00,SCRP,Transfer,Neutered Male,30.51356241,-97.31345783,52.83125,,,
6481.0,2 months,A707403,Cat,Domestic Shorthair Mix,Brown Tabby,2015-06-15,8/21/2015 17:02,2015-08-21T17:02:00,,Adoption,Spayed Female,30.48208584,-97.73730993,9.67281746,*Florence,,
6482.0,2 months,A751589,Cat,Domestic Shorthair Mix,Orange Tabby,2017-03-25,6/23/2017 21:39,2017-06-23T21:39:00,,Adoption,Neutered Male,30.58793315,-97.4677184,12.9860119,*Chester,,
6483.0,2 years,A744583,Dog,Pit Bull Mix,Brown Brindle/White,2015-03-03,5/10/2017 15:17,2017-05-10T15:17:00,,Return to Owner,Neutered Male,30.37232352,-97.34056963,114.2338294,*Emerson,,
6484.0,6 years,A738473,Dog,Shih Tzu,Black/White,2010-11-16,11/26/2016 13:11,2016-11-26T13:11:00,,Return to Owner,Neutered Male,30.62175766,-97.29418746,314.6499008,Bam Bam,,
6485.0,2 months,A703931,Cat,Domestic Shorthair Mix,Brown Tabby,2015-04-30,7/18/2015 14:58,2015-07-18T14:58:00,Foster,Adoption,Spayed Female,30.37085408,-97.3030968,11.37480159,*Iris,,
6486.0,7 years,A745195,Dog,Pit Bull Mix,Brown Brindle/White,2010-03-14,3/24/2017 11:48,2017-03-24T11:48:00,,Return to Owner,Spayed Female,30.44348092,-97.51220005,366.7845238,Chula,,
6487.0,2 months,A695967,Cat,Domestic Shorthair Mix,Black/White,2014-11-04,1/30/2015 17:34,2015-01-30T17:34:00,,Adoption,Neutered Male,30.43856379,-97.43625887,12.53313492,*Patrick,,
6488.0,11 months,A692687,Dog,Italian Greyhound Mix,Buff,2013-12-24,11/29/2014 18:52,2014-11-29T18:52:00,,Adoption,Spayed Female,30.43153481,-97.48293956,48.68373016,,,
6489.0,1 year,A735219,Dog,Pbgv Mix,White/Brown,2015-09-20,2/18/2017 17:38,2017-02-18T17:38:00,,Adoption,Spayed Female,30.38104126,-97.53209864,73.96210317,Ella,,
6490.0,5 months,A749255,Dog,Labrador Retriever Mix,Yellow,2016-12-12,5/17/2017 18:39,2017-05-17T18:39:00,,Adoption,Neutered Male,30.58267302,-97.57755752,22.39672619,*Tucker,,
6491.0,4 months,A727749,Cat,Domestic Shorthair Mix,Black,2016-04-10,9/5/2016 17:41,2016-09-05T17:41:00,,Adoption,Spayed Female,30.27708681,-97.42099867,21.24811508,*Mystere,,
